event,gender,performance,points
2 Miles,FEMALE,15:29.04,297.0
5000m,FEMALE,24:59.99,297.0
600m,FEMALE,2:17.58,296.0
800m,FEMALE,3:12.06,296.0
1000m,FEMALE,4:08.08,296.0
1500m,FEMALE,6:32.74,296.0
Mile,FEMALE,7:05.34,296.0
2000m,FEMALE,9:04.32,296.0
3000m,FEMALE,14:21.93,296.0
2 Miles,FEMALE,15:29.66,296.0
5000m,FEMALE,25:01.01,296.0
600m,FEMALE,2:17.67,295.0
800m,FEMALE,3:12.18,295.0
1000m,FEMALE,4:08.23,295.0
1500m,FEMALE,6:32.99,295.0
Mile,FEMALE,7:05.61,295.0
2000m,FEMALE,9:04.67,295.0
3000m,FEMALE,14:22.50,295.0
2 Miles,FEMALE,15:30.28,295.0
5000m,FEMALE,25:02.02,295.0
600m,FEMALE,2:17.75,294.0
800m,FEMALE,3:12.30,294.0
1000m,FEMALE,4:08.39,294.0
1500m,FEMALE,6:33.24,294.0
Mile,FEMALE,7:05.88,294.0
2000m,FEMALE,9:05.02,294.0
3000m,FEMALE,14:23.08,294.0
2 Miles,FEMALE,15:30.90,294.0
5000m,FEMALE,25:03.03,294.0
600m,FEMALE,2:17.84,293.0
800m,FEMALE,3:12.42,293.0
1000m,FEMALE,4:08.54,293.0
1500m,FEMALE,6:33.48,293.0
Mile,FEMALE,7:06.15,293.0
2000m,FEMALE,9:05.38,293.0
3000m,FEMALE,14:23.65,293.0
2 Miles,FEMALE,15:31.52,293.0
5000m,FEMALE,25:04.05,293.0
600m,FEMALE,2:17.93,292.0
800m,FEMALE,3:12.55,292.0
1000m,FEMALE,4:08.70,292.0
1500m,FEMALE,6:33.74,292.0
Mile,FEMALE,7:06.42,292.0
2000m,FEMALE,9:05.73,292.0
3000m,FEMALE,14:24.23,292.0
2 Miles,FEMALE,15:32.14,292.0
5000m,FEMALE,25:05.07,292.0
600m,FEMALE,2:18.02,291.0
800m,FEMALE,3:12.67,291.0
1000m,FEMALE,4:08.86,291.0
1500m,FEMALE,6:33.99,291.0
Mile,FEMALE,7:06.70,291.0
2000m,FEMALE,9:06.08,291.0
3000m,FEMALE,14:24.80,291.0
2 Miles,FEMALE,15:32.77,291.0
5000m,FEMALE,25:06.09,291.0
600m,FEMALE,2:18.11,290.0
800m,FEMALE,3:12.79,290.0
1000m,FEMALE,4:09.02,290.0
1500m,FEMALE,6:34.24,290.0
Mile,FEMALE,7:06.97,290.0
2000m,FEMALE,9:06.44,290.0
3000m,FEMALE,14:25.38,290.0
2 Miles,FEMALE,15:33.39,290.0
5000m,FEMALE,25:07.11,290.0
600m,FEMALE,2:18.20,289.0
800m,FEMALE,3:12.91,289.0
1000m,FEMALE,4:09.17,289.0
1500m,FEMALE,6:34.49,289.0
Mile,FEMALE,7:07.24,289.0
2000m,FEMALE,9:06.79,289.0
3000m,FEMALE,14:25.95,289.0
2 Miles,FEMALE,15:34.02,289.0
5000m,FEMALE,25:08.13,289.0
600m,FEMALE,2:18.29,288.0
800m,FEMALE,3:13.04,288.0
1000m,FEMALE,4:09.33,288.0
1500m,FEMALE,6:34.74,288.0
Mile,FEMALE,7:07.52,288.0
2000m,FEMALE,9:07.15,288.0
3000m,FEMALE,14:26.53,288.0
2 Miles,FEMALE,15:34.65,288.0
5000m,FEMALE,25:09.16,288.0
600m,FEMALE,2:18.38,287.0
800m,FEMALE,3:13.16,287.0
1000m,FEMALE,4:09.49,287.0
1500m,FEMALE,6:34.99,287.0
Mile,FEMALE,7:07.79,287.0
2000m,FEMALE,9:07.51,287.0
3000m,FEMALE,14:27.11,287.0
2 Miles,FEMALE,15:35.27,287.0
5000m,FEMALE,25:10.18,287.0
600m,FEMALE,2:18.47,286.0
800m,FEMALE,3:13.28,286.0
1000m,FEMALE,4:09.65,286.0
1500m,FEMALE,6:35.25,286.0
Mile,FEMALE,7:08.07,286.0
2000m,FEMALE,9:07.86,286.0
3000m,FEMALE,14:27.69,286.0
2 Miles,FEMALE,15:35.90,286.0
5000m,FEMALE,25:11.21,286.0
600m,FEMALE,2:18.57,285.0
800m,FEMALE,3:13.41,285.0
1000m,FEMALE,4:09.81,285.0
1500m,FEMALE,6:35.50,285.0
Mile,FEMALE,7:08.34,285.0
2000m,FEMALE,9:08.22,285.0
3000m,FEMALE,14:28.27,285.0
2 Miles,FEMALE,15:36.53,285.0
5000m,FEMALE,25:12.24,285.0
600m,FEMALE,2:18.66,284.0
800m,FEMALE,3:13.53,284.0
1000m,FEMALE,4:09.97,284.0
1500m,FEMALE,6:35.75,284.0
Mile,FEMALE,7:08.62,284.0
2000m,FEMALE,9:08.58,284.0
3000m,FEMALE,14:28.86,284.0
2 Miles,FEMALE,15:37.17,284.0
5000m,FEMALE,25:13.27,284.0
600m,FEMALE,2:18.75,283.0
800m,FEMALE,3:13.66,283.0
1000m,FEMALE,4:10.13,283.0
1500m,FEMALE,6:36.01,283.0
Mile,FEMALE,7:08.90,283.0
2000m,FEMALE,9:08.94,283.0
3000m,FEMALE,14:29.44,283.0
2 Miles,FEMALE,15:37.80,283.0
5000m,FEMALE,25:14.31,283.0
600m,FEMALE,2:18.84,282.0
800m,FEMALE,3:13.78,282.0
1000m,FEMALE,4:10.29,282.0
1500m,FEMALE,6:36.26,282.0
Mile,FEMALE,7:09.17,282.0
2000m,FEMALE,9:09.30,282.0
3000m,FEMALE,14:30.02,282.0
2 Miles,FEMALE,15:38.43,282.0
5000m,FEMALE,25:15.34,282.0
600m,FEMALE,2:18.93,281.0
800m,FEMALE,3:13.91,281.0
1000m,FEMALE,4:10.45,281.0
1500m,FEMALE,6:36.52,281.0
Mile,FEMALE,7:09.45,281.0
2000m,FEMALE,9:09.66,281.0
3000m,FEMALE,14:30.61,281.0
2 Miles,FEMALE,15:39.07,281.0
5000m,FEMALE,25:16.38,281.0
600m,FEMALE,2:19.02,280.0
800m,FEMALE,3:14.03,280.0
1000m,FEMALE,4:10.61,280.0
1500m,FEMALE,6:36.77,280.0
Mile,FEMALE,7:09.73,280.0
2000m,FEMALE,9:10.02,280.0
3000m,FEMALE,14:31.20,280.0
2 Miles,FEMALE,15:39.70,280.0
5000m,FEMALE,25:17.42,280.0
600m,FEMALE,2:19.11,279.0
800m,FEMALE,3:14.16,279.0
1000m,FEMALE,4:10.77,279.0
1500m,FEMALE,6:37.03,279.0
Mile,FEMALE,7:10.01,279.0
2000m,FEMALE,9:10.38,279.0
3000m,FEMALE,14:31.78,279.0
2 Miles,FEMALE,15:40.34,279.0
5000m,FEMALE,25:18.46,279.0
600m,FEMALE,2:19.21,278.0
800m,FEMALE,3:14.28,278.0
1000m,FEMALE,4:10.93,278.0
1500m,FEMALE,6:37.28,278.0
Mile,FEMALE,7:10.29,278.0
2000m,FEMALE,9:10.74,278.0
3000m,FEMALE,14:32.37,278.0
2 Miles,FEMALE,15:40.98,278.0
5000m,FEMALE,25:19.50,278.0
600m,FEMALE,2:19.30,277.0
800m,FEMALE,3:14.41,277.0
1000m,FEMALE,4:11.09,277.0
1500m,FEMALE,6:37.54,277.0
Mile,FEMALE,7:10.56,277.0
2000m,FEMALE,9:11.10,277.0
3000m,FEMALE,14:32.96,277.0
2 Miles,FEMALE,15:41.62,277.0
5000m,FEMALE,25:20.55,277.0
600m,FEMALE,2:19.39,276.0
800m,FEMALE,3:14.53,276.0
1000m,FEMALE,4:11.25,276.0
1500m,FEMALE,6:37.80,276.0
Mile,FEMALE,7:10.84,276.0
2000m,FEMALE,9:11.47,276.0
3000m,FEMALE,14:33.55,276.0
2 Miles,FEMALE,15:42.26,276.0
5000m,FEMALE,25:21.60,276.0
600m,FEMALE,2:19.48,275.0
800m,FEMALE,3:14.66,275.0
1000m,FEMALE,4:11.41,275.0
1500m,FEMALE,6:38.06,275.0
Mile,FEMALE,7:11.12,275.0
2000m,FEMALE,9:11.83,275.0
3000m,FEMALE,14:34.15,275.0
2 Miles,FEMALE,15:42.90,275.0
5000m,FEMALE,25:22.64,275.0
600m,FEMALE,2:19.57,274.0
800m,FEMALE,3:14.78,274.0
1000m,FEMALE,4:11.57,274.0
1500m,FEMALE,6:38.31,274.0
Mile,FEMALE,7:11.41,274.0
2000m,FEMALE,9:12.20,274.0
3000m,FEMALE,14:34.74,274.0
2 Miles,FEMALE,15:43.55,274.0
5000m,FEMALE,25:23.70,274.0
600m,FEMALE,2:19.67,273.0
800m,FEMALE,3:14.91,273.0
1000m,FEMALE,4:11.73,273.0
1500m,FEMALE,6:38.57,273.0
Mile,FEMALE,7:11.69,273.0
2000m,FEMALE,9:12.56,273.0
3000m,FEMALE,14:35.33,273.0
2 Miles,FEMALE,15:44.19,273.0
5000m,FEMALE,25:24.75,273.0
600m,FEMALE,2:19.76,272.0
800m,FEMALE,3:15.04,272.0
1000m,FEMALE,4:11.90,272.0
1500m,FEMALE,6:38.83,272.0
Mile,FEMALE,7:11.97,272.0
2000m,FEMALE,9:12.93,272.0
3000m,FEMALE,14:35.93,272.0
2 Miles,FEMALE,15:44.84,272.0
5000m,FEMALE,25:25.80,272.0
600m,FEMALE,2:19.85,271.0
800m,FEMALE,3:15.16,271.0
1000m,FEMALE,4:12.06,271.0
1500m,FEMALE,6:39.09,271.0
Mile,FEMALE,7:12.25,271.0
2000m,FEMALE,9:13.29,271.0
3000m,FEMALE,14:36.52,271.0
2 Miles,FEMALE,15:45.48,271.0
5000m,FEMALE,25:26.86,271.0
600m,FEMALE,2:19.95,270.0
800m,FEMALE,3:15.29,270.0
1000m,FEMALE,4:12.22,270.0
1500m,FEMALE,6:39.35,270.0
Mile,FEMALE,7:12.53,270.0
2000m,FEMALE,9:13.66,270.0
3000m,FEMALE,14:37.12,270.0
2 Miles,FEMALE,15:46.13,270.0
5000m,FEMALE,25:27.92,270.0
600m,FEMALE,2:20.04,269.0
800m,FEMALE,3:15.42,269.0
1000m,FEMALE,4:12.39,269.0
1500m,FEMALE,6:39.61,269.0
Mile,FEMALE,7:12.82,269.0
2000m,FEMALE,9:14.03,269.0
3000m,FEMALE,14:37.72,269.0
2 Miles,FEMALE,15:46.78,269.0
5000m,FEMALE,25:28.98,269.0
600m,FEMALE,2:20.13,268.0
800m,FEMALE,3:15.55,268.0
1000m,FEMALE,4:12.55,268.0
1500m,FEMALE,6:39.87,268.0
Mile,FEMALE,7:13.10,268.0
2000m,FEMALE,9:14.40,268.0
3000m,FEMALE,14:38.32,268.0
2 Miles,FEMALE,15:47.43,268.0
5000m,FEMALE,25:30.04,268.0
600m,FEMALE,2:20.23,267.0
800m,FEMALE,3:15.67,267.0
1000m,FEMALE,4:12.71,267.0
1500m,FEMALE,6:40.14,267.0
Mile,FEMALE,7:13.39,267.0
2000m,FEMALE,9:14.77,267.0
3000m,FEMALE,14:38.92,267.0
2 Miles,FEMALE,15:48.08,267.0
5000m,FEMALE,25:31.10,267.0
600m,FEMALE,2:20.32,266.0
800m,FEMALE,3:15.80,266.0
1000m,FEMALE,4:12.88,266.0
1500m,FEMALE,6:40.40,266.0
Mile,FEMALE,7:13.67,266.0
2000m,FEMALE,9:15.14,266.0
3000m,FEMALE,14:39.52,266.0
2 Miles,FEMALE,15:48.73,266.0
5000m,FEMALE,25:32.17,266.0
600m,FEMALE,2:20.42,265.0
800m,FEMALE,3:15.93,265.0
1000m,FEMALE,4:13.04,265.0
1500m,FEMALE,6:40.66,265.0
Mile,FEMALE,7:13.96,265.0
2000m,FEMALE,9:15.51,265.0
3000m,FEMALE,14:40.13,265.0
2 Miles,FEMALE,15:49.39,265.0
5000m,FEMALE,25:33.24,265.0
600m,FEMALE,2:20.51,264.0
800m,FEMALE,3:16.06,264.0
1000m,FEMALE,4:13.21,264.0
1500m,FEMALE,6:40.92,264.0
Mile,FEMALE,7:14.24,264.0
2000m,FEMALE,9:15.88,264.0
3000m,FEMALE,14:40.73,264.0
2 Miles,FEMALE,15:50.04,264.0
5000m,FEMALE,25:34.31,264.0
600m,FEMALE,2:20.60,263.0
800m,FEMALE,3:16.19,263.0
1000m,FEMALE,4:13.37,263.0
1500m,FEMALE,6:41.19,263.0
Mile,FEMALE,7:14.53,263.0
2000m,FEMALE,9:16.25,263.0
3000m,FEMALE,14:41.33,263.0
2 Miles,FEMALE,15:50.70,263.0
5000m,FEMALE,25:35.38,263.0
600m,FEMALE,2:20.70,262.0
800m,FEMALE,3:16.32,262.0
1000m,FEMALE,4:13.54,262.0
1500m,FEMALE,6:41.45,262.0
Mile,FEMALE,7:14.82,262.0
2000m,FEMALE,9:16.62,262.0
3000m,FEMALE,14:41.94,262.0
2 Miles,FEMALE,15:51.36,262.0
5000m,FEMALE,25:36.46,262.0
600m,FEMALE,2:20.79,261.0
800m,FEMALE,3:16.45,261.0
1000m,FEMALE,4:13.71,261.0
1500m,FEMALE,6:41.72,261.0
Mile,FEMALE,7:15.11,261.0
2000m,FEMALE,9:17.00,261.0
3000m,FEMALE,14:42.55,261.0
2 Miles,FEMALE,15:52.02,261.0
5000m,FEMALE,25:37.53,261.0
600m,FEMALE,2:20.89,260.0
800m,FEMALE,3:16.58,260.0
1000m,FEMALE,4:13.87,260.0
1500m,FEMALE,6:41.98,260.0
Mile,FEMALE,7:15.39,260.0
2000m,FEMALE,9:17.37,260.0
3000m,FEMALE,14:43.16,260.0
2 Miles,FEMALE,15:52.68,260.0
5000m,FEMALE,25:38.61,260.0
600m,FEMALE,2:20.98,259.0
800m,FEMALE,3:16.70,259.0
1000m,FEMALE,4:14.04,259.0
1500m,FEMALE,6:42.25,259.0
Mile,FEMALE,7:15.68,259.0
2000m,FEMALE,9:17.75,259.0
3000m,FEMALE,14:43.77,259.0
2 Miles,FEMALE,15:53.34,259.0
5000m,FEMALE,25:39.69,259.0
600m,FEMALE,2:21.08,258.0
800m,FEMALE,3:16.83,258.0
1000m,FEMALE,4:14.20,258.0
1500m,FEMALE,6:42.51,258.0
Mile,FEMALE,7:15.97,258.0
2000m,FEMALE,9:18.12,258.0
3000m,FEMALE,14:44.38,258.0
2 Miles,FEMALE,15:54.00,258.0
5000m,FEMALE,25:40.77,258.0
600m,FEMALE,2:21.18,257.0
800m,FEMALE,3:16.97,257.0
1000m,FEMALE,4:14.37,257.0
1500m,FEMALE,6:42.78,257.0
Mile,FEMALE,7:16.26,257.0
2000m,FEMALE,9:18.50,257.0
3000m,FEMALE,14:44.99,257.0
2 Miles,FEMALE,15:54.66,257.0
5000m,FEMALE,25:41.86,257.0
600m,FEMALE,2:21.27,256.0
800m,FEMALE,3:17.10,256.0
1000m,FEMALE,4:14.54,256.0
1500m,FEMALE,6:43.05,256.0
Mile,FEMALE,7:16.55,256.0
2000m,FEMALE,9:18.88,256.0
3000m,FEMALE,14:45.60,256.0
2 Miles,FEMALE,15:55.33,256.0
5000m,FEMALE,25:42.95,256.0
600m,FEMALE,2:21.37,255.0
800m,FEMALE,3:17.23,255.0
1000m,FEMALE,4:14.71,255.0
1500m,FEMALE,6:43.32,255.0
Mile,FEMALE,7:16.84,255.0
2000m,FEMALE,9:19.25,255.0
3000m,FEMALE,14:46.22,255.0
2 Miles,FEMALE,15:56.00,255.0
5000m,FEMALE,25:44.04,255.0
600m,FEMALE,2:21.46,254.0
800m,FEMALE,3:17.36,254.0
1000m,FEMALE,4:14.88,254.0
1500m,FEMALE,6:43.58,254.0
Mile,FEMALE,7:17.14,254.0
2000m,FEMALE,9:19.63,254.0
3000m,FEMALE,14:46.83,254.0
2 Miles,FEMALE,15:56.66,254.0
5000m,FEMALE,25:45.13,254.0
600m,FEMALE,2:21.56,253.0
800m,FEMALE,3:17.49,253.0
1000m,FEMALE,4:15.04,253.0
1500m,FEMALE,6:43.85,253.0
Mile,FEMALE,7:17.43,253.0
2000m,FEMALE,9:20.01,253.0
3000m,FEMALE,14:47.45,253.0
2 Miles,FEMALE,15:57.33,253.0
5000m,FEMALE,25:46.22,253.0
600m,FEMALE,2:21.66,252.0
800m,FEMALE,3:17.62,252.0
1000m,FEMALE,4:15.21,252.0
1500m,FEMALE,6:44.12,252.0
Mile,FEMALE,7:17.72,252.0
2000m,FEMALE,9:20.39,252.0
3000m,FEMALE,14:48.07,252.0
2 Miles,FEMALE,15:58.00,252.0
5000m,FEMALE,25:47.32,252.0
600m,FEMALE,2:21.75,251.0
800m,FEMALE,3:17.75,251.0
1000m,FEMALE,4:15.38,251.0
1500m,FEMALE,6:44.39,251.0
Mile,FEMALE,7:18.01,251.0
2000m,FEMALE,9:20.77,251.0
3000m,FEMALE,14:48.69,251.0
2 Miles,FEMALE,15:58.67,251.0
5000m,FEMALE,25:48.41,251.0
600m,FEMALE,2:21.85,250.0
800m,FEMALE,3:17.88,250.0
1000m,FEMALE,4:15.55,250.0
1500m,FEMALE,6:44.66,250.0
Mile,FEMALE,7:18.31,250.0
2000m,FEMALE,9:21.15,250.0
3000m,FEMALE,14:49.31,250.0
2 Miles,FEMALE,15:59.35,250.0
5000m,FEMALE,25:49.51,250.0
600m,FEMALE,2:21.95,249.0
800m,FEMALE,3:18.02,249.0
1000m,FEMALE,4:15.72,249.0
1500m,FEMALE,6:44.93,249.0
Mile,FEMALE,7:18.60,249.0
2000m,FEMALE,9:21.54,249.0
3000m,FEMALE,14:49.93,249.0
2 Miles,FEMALE,16:00.02,249.0
5000m,FEMALE,25:50.62,249.0
600m,FEMALE,2:22.04,248.0
800m,FEMALE,3:18.15,248.0
1000m,FEMALE,4:15.89,248.0
1500m,FEMALE,6:45.20,248.0
Mile,FEMALE,7:18.90,248.0
2000m,FEMALE,9:21.92,248.0
3000m,FEMALE,14:50.56,248.0
2 Miles,FEMALE,16:00.70,248.0
5000m,FEMALE,25:51.72,248.0
600m,FEMALE,2:22.14,247.0
800m,FEMALE,3:18.28,247.0
1000m,FEMALE,4:16.06,247.0
1500m,FEMALE,6:45.48,247.0
Mile,FEMALE,7:19.19,247.0
2000m,FEMALE,9:22.30,247.0
3000m,FEMALE,14:51.18,247.0
2 Miles,FEMALE,16:01.38,247.0
5000m,FEMALE,25:52.83,247.0
600m,FEMALE,2:22.24,246.0
800m,FEMALE,3:18.42,246.0
1000m,FEMALE,4:16.23,246.0
1500m,FEMALE,6:45.75,246.0
Mile,FEMALE,7:19.49,246.0
2000m,FEMALE,9:22.69,246.0
3000m,FEMALE,14:51.81,246.0
2 Miles,FEMALE,16:02.05,246.0
5000m,FEMALE,25:53.93,246.0
600m,FEMALE,2:22.34,245.0
800m,FEMALE,3:18.55,245.0
1000m,FEMALE,4:16.40,245.0
1500m,FEMALE,6:46.02,245.0
Mile,FEMALE,7:19.79,245.0
2000m,FEMALE,9:23.07,245.0
3000m,FEMALE,14:52.43,245.0
2 Miles,FEMALE,16:02.73,245.0
5000m,FEMALE,25:55.05,245.0
600m,FEMALE,2:22.43,244.0
800m,FEMALE,3:18.68,244.0
1000m,FEMALE,4:16.58,244.0
1500m,FEMALE,6:46.30,244.0
Mile,FEMALE,7:20.09,244.0
2000m,FEMALE,9:23.46,244.0
3000m,FEMALE,14:53.06,244.0
2 Miles,FEMALE,16:03.42,244.0
5000m,FEMALE,25:56.16,244.0
600m,FEMALE,2:22.53,243.0
800m,FEMALE,3:18.82,243.0
1000m,FEMALE,4:16.75,243.0
1500m,FEMALE,6:46.57,243.0
Mile,FEMALE,7:20.38,243.0
2000m,FEMALE,9:23.85,243.0
3000m,FEMALE,14:53.69,243.0
2 Miles,FEMALE,16:04.10,243.0
5000m,FEMALE,25:57.27,243.0
600m,FEMALE,2:22.63,242.0
800m,FEMALE,3:18.95,242.0
1000m,FEMALE,4:16.92,242.0
1500m,FEMALE,6:46.84,242.0
Mile,FEMALE,7:20.68,242.0
2000m,FEMALE,9:24.24,242.0
3000m,FEMALE,14:54.32,242.0
2 Miles,FEMALE,16:04.78,242.0
5000m,FEMALE,25:58.39,242.0
600m,FEMALE,2:22.73,241.0
800m,FEMALE,3:19.09,241.0
1000m,FEMALE,4:17.09,241.0
1500m,FEMALE,6:47.12,241.0
Mile,FEMALE,7:20.98,241.0
2000m,FEMALE,9:24.63,241.0
3000m,FEMALE,14:54.95,241.0
2 Miles,FEMALE,16:05.47,241.0
5000m,FEMALE,25:59.51,241.0
600m,FEMALE,2:22.83,240.0
800m,FEMALE,3:19.22,240.0
1000m,FEMALE,4:17.27,240.0
1500m,FEMALE,6:47.40,240.0
Mile,FEMALE,7:21.28,240.0
2000m,FEMALE,9:25.01,240.0
3000m,FEMALE,14:55.59,240.0
2 Miles,FEMALE,16:06.16,240.0
5000m,FEMALE,26:00.64,240.0
600m,FEMALE,2:22.93,239.0
800m,FEMALE,3:19.36,239.0
1000m,FEMALE,4:17.44,239.0
1500m,FEMALE,6:47.67,239.0
Mile,FEMALE,7:21.58,239.0
2000m,FEMALE,9:25.40,239.0
3000m,FEMALE,14:56.22,239.0
2 Miles,FEMALE,16:06.84,239.0
5000m,FEMALE,26:01.76,239.0
600m,FEMALE,2:23.03,238.0
800m,FEMALE,3:19.49,238.0
1000m,FEMALE,4:17.61,238.0
1500m,FEMALE,6:47.95,238.0
Mile,FEMALE,7:21.88,238.0
2000m,FEMALE,9:25.80,238.0
3000m,FEMALE,14:56.86,238.0
2 Miles,FEMALE,16:07.53,238.0
5000m,FEMALE,26:02.89,238.0
600m,FEMALE,2:23.13,237.0
800m,FEMALE,3:19.63,237.0
1000m,FEMALE,4:17.79,237.0
1500m,FEMALE,6:48.23,237.0
Mile,FEMALE,7:22.19,237.0
2000m,FEMALE,9:26.19,237.0
3000m,FEMALE,14:57.50,237.0
2 Miles,FEMALE,16:08.23,237.0
5000m,FEMALE,26:04.02,237.0
600m,FEMALE,2:23.23,236.0
800m,FEMALE,3:19.76,236.0
1000m,FEMALE,4:17.96,236.0
1500m,FEMALE,6:48.51,236.0
Mile,FEMALE,7:22.49,236.0
2000m,FEMALE,9:26.58,236.0
3000m,FEMALE,14:58.13,236.0
2 Miles,FEMALE,16:08.92,236.0
5000m,FEMALE,26:05.15,236.0
600m,FEMALE,2:23.33,235.0
800m,FEMALE,3:19.90,235.0
1000m,FEMALE,4:18.14,235.0
1500m,FEMALE,6:48.78,235.0
Mile,FEMALE,7:22.79,235.0
2000m,FEMALE,9:26.97,235.0
3000m,FEMALE,14:58.77,235.0
2 Miles,FEMALE,16:09.61,235.0
5000m,FEMALE,26:06.28,235.0
600m,FEMALE,2:23.43,234.0
800m,FEMALE,3:20.03,234.0
1000m,FEMALE,4:18.31,234.0
1500m,FEMALE,6:49.06,234.0
Mile,FEMALE,7:23.10,234.0
2000m,FEMALE,9:27.37,234.0
3000m,FEMALE,14:59.42,234.0
2 Miles,FEMALE,16:10.31,234.0
5000m,FEMALE,26:07.42,234.0
600m,FEMALE,2:23.53,233.0
800m,FEMALE,3:20.17,233.0
1000m,FEMALE,4:18.49,233.0
1500m,FEMALE,6:49.34,233.0
Mile,FEMALE,7:23.40,233.0
2000m,FEMALE,9:27.76,233.0
3000m,FEMALE,15:00.06,233.0
2 Miles,FEMALE,16:11.01,233.0
5000m,FEMALE,26:08.56,233.0
600m,FEMALE,2:23.63,232.0
800m,FEMALE,3:20.31,232.0
1000m,FEMALE,4:18.66,232.0
1500m,FEMALE,6:49.62,232.0
Mile,FEMALE,7:23.71,232.0
2000m,FEMALE,9:28.16,232.0
3000m,FEMALE,15:00.70,232.0
2 Miles,FEMALE,16:11.70,232.0
5000m,FEMALE,26:09.70,232.0
600m,FEMALE,2:23.73,231.0
800m,FEMALE,3:20.45,231.0
1000m,FEMALE,4:18.84,231.0
1500m,FEMALE,6:49.91,231.0
Mile,FEMALE,7:24.01,231.0
2000m,FEMALE,9:28.56,231.0
3000m,FEMALE,15:01.35,231.0
2 Miles,FEMALE,16:12.41,231.0
5000m,FEMALE,26:10.84,231.0
600m,FEMALE,2:23.83,230.0
800m,FEMALE,3:20.58,230.0
1000m,FEMALE,4:19.02,230.0
1500m,FEMALE,6:50.19,230.0
Mile,FEMALE,7:24.32,230.0
2000m,FEMALE,9:28.96,230.0
3000m,FEMALE,15:02.00,230.0
2 Miles,FEMALE,16:13.11,230.0
5000m,FEMALE,26:11.99,230.0
600m,FEMALE,2:23.93,229.0
800m,FEMALE,3:20.72,229.0
1000m,FEMALE,4:19.19,229.0
1500m,FEMALE,6:50.47,229.0
Mile,FEMALE,7:24.63,229.0
2000m,FEMALE,9:29.35,229.0
3000m,FEMALE,15:02.65,229.0
2 Miles,FEMALE,16:13.81,229.0
5000m,FEMALE,26:13.14,229.0
600m,FEMALE,2:24.03,228.0
800m,FEMALE,3:20.86,228.0
1000m,FEMALE,4:19.37,228.0
1500m,FEMALE,6:50.75,228.0
Mile,FEMALE,7:24.93,228.0
2000m,FEMALE,9:29.75,228.0
3000m,FEMALE,15:03.30,228.0
2 Miles,FEMALE,16:14.52,228.0
5000m,FEMALE,26:14.29,228.0
600m,FEMALE,2:24.13,227.0
800m,FEMALE,3:21.00,227.0
1000m,FEMALE,4:19.55,227.0
1500m,FEMALE,6:51.04,227.0
Mile,FEMALE,7:25.24,227.0
2000m,FEMALE,9:30.15,227.0
3000m,FEMALE,15:03.95,227.0
2 Miles,FEMALE,16:15.22,227.0
5000m,FEMALE,26:15.45,227.0
600m,FEMALE,2:24.24,226.0
800m,FEMALE,3:21.14,226.0
1000m,FEMALE,4:19.73,226.0
1500m,FEMALE,6:51.32,226.0
Mile,FEMALE,7:25.55,226.0
2000m,FEMALE,9:30.56,226.0
3000m,FEMALE,15:04.60,226.0
2 Miles,FEMALE,16:15.93,226.0
5000m,FEMALE,26:16.60,226.0
600m,FEMALE,2:24.34,225.0
800m,FEMALE,3:21.28,225.0
1000m,FEMALE,4:19.91,225.0
1500m,FEMALE,6:51.61,225.0
Mile,FEMALE,7:25.86,225.0
2000m,FEMALE,9:30.96,225.0
3000m,FEMALE,15:05.25,225.0
2 Miles,FEMALE,16:16.64,225.0
5000m,FEMALE,26:17.76,225.0
600m,FEMALE,2:24.44,224.0
800m,FEMALE,3:21.42,224.0
1000m,FEMALE,4:20.08,224.0
1500m,FEMALE,6:51.89,224.0
Mile,FEMALE,7:26.17,224.0
2000m,FEMALE,9:31.36,224.0
3000m,FEMALE,15:05.91,224.0
2 Miles,FEMALE,16:17.35,224.0
5000m,FEMALE,26:18.92,224.0
600m,FEMALE,2:24.54,223.0
800m,FEMALE,3:21.56,223.0
1000m,FEMALE,4:20.26,223.0
1500m,FEMALE,6:52.18,223.0
Mile,FEMALE,7:26.48,223.0
2000m,FEMALE,9:31.77,223.0
3000m,FEMALE,15:06.57,223.0
2 Miles,FEMALE,16:18.06,223.0
5000m,FEMALE,26:20.09,223.0
600m,FEMALE,2:24.65,222.0
800m,FEMALE,3:21.70,222.0
1000m,FEMALE,4:20.44,222.0
1500m,FEMALE,6:52.47,222.0
Mile,FEMALE,7:26.80,222.0
2000m,FEMALE,9:32.17,222.0
3000m,FEMALE,15:07.22,222.0
2 Miles,FEMALE,16:18.78,222.0
5000m,FEMALE,26:21.26,222.0
600m,FEMALE,2:24.75,221.0
800m,FEMALE,3:21.84,221.0
1000m,FEMALE,4:20.62,221.0
1500m,FEMALE,6:52.75,221.0
Mile,FEMALE,7:27.11,221.0
2000m,FEMALE,9:32.58,221.0
3000m,FEMALE,15:07.89,221.0
2 Miles,FEMALE,16:19.49,221.0
5000m,FEMALE,26:22.42,221.0
600m,FEMALE,2:24.85,220.0
800m,FEMALE,3:21.98,220.0
1000m,FEMALE,4:20.80,220.0
1500m,FEMALE,6:53.04,220.0
Mile,FEMALE,7:27.42,220.0
2000m,FEMALE,9:32.98,220.0
3000m,FEMALE,15:08.55,220.0
2 Miles,FEMALE,16:20.21,220.0
5000m,FEMALE,26:23.60,220.0
600m,FEMALE,2:24.96,219.0
800m,FEMALE,3:22.12,219.0
1000m,FEMALE,4:20.99,219.0
1500m,FEMALE,6:53.33,219.0
