event,gender,performance,points
60mH,MALE,8.91,773.0
50m,MALE,6.36,772.0
55m,MALE,6.87,772.0
55mH,MALE,8.28,772.0
50mH,MALE,7.6,771.0
60mH,MALE,8.92,771.0
60m,MALE,7.35,769.0
55mH,MALE,8.29,769.0
55m,MALE,6.88,768.0
50mH,MALE,7.61,768.0
60mH,MALE,8.93,768.0
50m,MALE,6.37,767.0
55mH,MALE,8.3,766.0
60m,MALE,7.36,765.0
50mH,MALE,7.62,765.0
60mH,MALE,8.94,765.0
55m,MALE,6.89,763.0
55mH,MALE,8.31,763.0
60mH,MALE,8.95,762.0
50m,MALE,6.38,761.0
50mH,MALE,7.63,761.0
60m,MALE,7.37,760.0
55mH,MALE,8.32,760.0
60mH,MALE,8.96,760.0
55m,MALE,6.9,758.0
50mH,MALE,7.64,758.0
55mH,MALE,8.33,757.0
60mH,MALE,8.97,757.0
50m,MALE,6.39,756.0
60m,MALE,7.38,756.0
50mH,MALE,7.65,755.0
55mH,MALE,8.34,754.0
60mH,MALE,8.98,754.0
55m,MALE,6.91,753.0
50mH,MALE,7.66,752.0
60mH,MALE,8.99,752.0
50m,MALE,6.4,751.0
60m,MALE,7.39,751.0
55mH,MALE,8.35,751.0
50mH,MALE,7.67,749.0
60mH,MALE,9.0,749.0
55m,MALE,6.92,748.0
55mH,MALE,8.36,748.0
60m,MALE,7.4,747.0
60mH,MALE,9.01,746.0
50m,MALE,6.41,745.0
50mH,MALE,7.68,745.0
55mH,MALE,8.37,745.0
60mH,MALE,9.02,744.0
55m,MALE,6.93,743.0
60m,MALE,7.41,742.0
50mH,MALE,7.69,742.0
55mH,MALE,8.38,742.0
60mH,MALE,9.03,741.0
50m,MALE,6.42,740.0
50mH,MALE,7.7,739.0
55mH,MALE,8.39,739.0
55m,MALE,6.94,738.0
60m,MALE,7.42,738.0
60mH,MALE,9.04,738.0
50mH,MALE,7.71,736.0
55mH,MALE,8.4,736.0
60mH,MALE,9.05,736.0
50m,MALE,6.43,735.0
55m,MALE,6.95,733.0
60m,MALE,7.43,733.0
50mH,MALE,7.72,733.0
55mH,MALE,8.41,733.0
60mH,MALE,9.06,733.0
55mH,MALE,8.42,730.0
60mH,MALE,9.07,730.0
50m,MALE,6.44,729.0
55m,MALE,6.96,729.0
60m,MALE,7.44,729.0
50mH,MALE,7.73,729.0
60mH,MALE,9.08,728.0
55mH,MALE,8.43,727.0
50mH,MALE,7.74,726.0
60mH,MALE,9.09,725.0
50m,MALE,6.45,724.0
55m,MALE,6.97,724.0
60m,MALE,7.45,724.0
55mH,MALE,8.44,724.0
50mH,MALE,7.75,723.0
60mH,MALE,9.1,722.0
55mH,MALE,8.45,721.0
60m,MALE,7.46,720.0
50mH,MALE,7.76,720.0
60mH,MALE,9.11,720.0
50m,MALE,6.46,719.0
55m,MALE,6.98,719.0
55mH,MALE,8.46,719.0
50mH,MALE,7.77,717.0
60mH,MALE,9.12,717.0
55mH,MALE,8.47,716.0
60m,MALE,7.47,715.0
60mH,MALE,9.13,715.0
55m,MALE,6.99,714.0
50mH,MALE,7.78,714.0
50m,MALE,6.47,713.0
55mH,MALE,8.48,713.0
60mH,MALE,9.14,712.0
60m,MALE,7.48,711.0
50mH,MALE,7.79,711.0
55m,MALE,7.0,710.0
55mH,MALE,8.49,710.0
60mH,MALE,9.15,709.0
50m,MALE,6.48,708.0
50mH,MALE,7.8,708.0
55mH,MALE,8.5,707.0
60mH,MALE,9.16,707.0
60m,MALE,7.49,706.0
55m,MALE,7.01,705.0
50mH,MALE,7.81,704.0
55mH,MALE,8.51,704.0
60mH,MALE,9.17,704.0
50m,MALE,6.49,703.0
60m,MALE,7.5,702.0
60mH,MALE,9.18,702.0
50mH,MALE,7.82,701.0
55mH,MALE,8.52,701.0
55m,MALE,7.02,700.0
60mH,MALE,9.19,699.0
50m,MALE,6.5,698.0
60m,MALE,7.51,698.0
50mH,MALE,7.83,698.0
55mH,MALE,8.53,698.0
60mH,MALE,9.2,696.0
55m,MALE,7.03,695.0
50mH,MALE,7.84,695.0
55mH,MALE,8.54,695.0
60mH,MALE,9.21,694.0
50m,MALE,6.51,693.0
60m,MALE,7.52,693.0
50mH,MALE,7.85,692.0
55mH,MALE,8.55,692.0
55m,MALE,7.04,691.0
60mH,MALE,9.22,691.0
60m,MALE,7.53,689.0
50mH,MALE,7.86,689.0
55mH,MALE,8.56,689.0
60mH,MALE,9.23,689.0
50m,MALE,6.52,688.0
55mH,MALE,8.57,687.0
55m,MALE,7.05,686.0
50mH,MALE,7.87,686.0
60mH,MALE,9.24,686.0
60m,MALE,7.54,685.0
55mH,MALE,8.58,684.0
60mH,MALE,9.25,684.0
50mH,MALE,7.88,683.0
50m,MALE,6.53,682.0
55m,MALE,7.06,681.0
55mH,MALE,8.59,681.0
60mH,MALE,9.26,681.0
60m,MALE,7.55,680.0
50mH,MALE,7.89,680.0
55mH,MALE,8.6,678.0
60mH,MALE,9.27,678.0
50m,MALE,6.54,677.0
55m,MALE,7.07,677.0
50mH,MALE,7.9,677.0
60m,MALE,7.56,676.0
60mH,MALE,9.28,676.0
55mH,MALE,8.61,675.0
50mH,MALE,7.91,674.0
60mH,MALE,9.29,673.0
50m,MALE,6.55,672.0
55m,MALE,7.08,672.0
60m,MALE,7.57,672.0
55mH,MALE,8.62,672.0
50mH,MALE,7.92,671.0
60mH,MALE,9.3,671.0
55mH,MALE,8.63,669.0
55m,MALE,7.09,668.0
50mH,MALE,7.93,668.0
60mH,MALE,9.31,668.0
50m,MALE,6.56,667.0
60m,MALE,7.58,667.0
55mH,MALE,8.64,667.0
60mH,MALE,9.32,666.0
50mH,MALE,7.94,665.0
55mH,MALE,8.65,664.0
55m,MALE,7.1,663.0
60m,MALE,7.59,663.0
60mH,MALE,9.33,663.0
50m,MALE,6.57,662.0
50mH,MALE,7.95,662.0
55mH,MALE,8.66,661.0
60mH,MALE,9.34,661.0
60m,MALE,7.6,659.0
50mH,MALE,7.96,659.0
55m,MALE,7.11,658.0
55mH,MALE,8.67,658.0
60mH,MALE,9.35,658.0
50m,MALE,6.58,657.0
50mH,MALE,7.97,656.0
60mH,MALE,9.36,656.0
55mH,MALE,8.68,655.0
55m,MALE,7.12,654.0
60m,MALE,7.61,654.0
50mH,MALE,7.98,653.0
60mH,MALE,9.37,653.0
50m,MALE,6.59,652.0
55mH,MALE,8.69,652.0
60mH,MALE,9.38,651.0
60m,MALE,7.62,650.0
50mH,MALE,7.99,650.0
55mH,MALE,8.7,650.0
55m,MALE,7.13,649.0
60mH,MALE,9.39,648.0
50m,MALE,6.6,647.0
50mH,MALE,8.0,647.0
55mH,MALE,8.71,647.0
60m,MALE,7.63,646.0
60mH,MALE,9.4,646.0
55m,MALE,7.14,645.0
50mH,MALE,8.01,644.0
55mH,MALE,8.72,644.0
60mH,MALE,9.41,643.0
50m,MALE,6.61,642.0
60m,MALE,7.64,642.0
50mH,MALE,8.02,641.0
55mH,MALE,8.73,641.0
60mH,MALE,9.42,641.0
55m,MALE,7.15,640.0
55mH,MALE,8.74,639.0
60m,MALE,7.65,638.0
50mH,MALE,8.03,638.0
60mH,MALE,9.43,638.0
50m,MALE,6.62,637.0
55m,MALE,7.16,636.0
55mH,MALE,8.75,636.0
60mH,MALE,9.44,636.0
50mH,MALE,8.04,635.0
60m,MALE,7.66,633.0
55mH,MALE,8.76,633.0
60mH,MALE,9.45,633.0
50m,MALE,6.63,632.0
50mH,MALE,8.05,632.0
55m,MALE,7.17,631.0
60mH,MALE,9.46,631.0
55mH,MALE,8.77,630.0
60m,MALE,7.67,629.0
50mH,MALE,8.06,629.0
55mH,MALE,8.78,628.0
60mH,MALE,9.47,628.0
50m,MALE,6.64,627.0
55m,MALE,7.18,627.0
50mH,MALE,8.07,626.0
60mH,MALE,9.48,626.0
60m,MALE,7.68,625.0
55mH,MALE,8.79,625.0
60mH,MALE,9.49,624.0
55m,MALE,7.19,623.0
50mH,MALE,8.08,623.0
50m,MALE,6.65,622.0
55mH,MALE,8.8,622.0
60m,MALE,7.69,621.0
60mH,MALE,9.5,621.0
50mH,MALE,8.09,620.0
55mH,MALE,8.81,619.0
60mH,MALE,9.51,619.0
50m,MALE,6.66,618.0
55m,MALE,7.2,618.0
60m,MALE,7.7,617.0
50mH,MALE,8.1,617.0
55mH,MALE,8.82,617.0
60mH,MALE,9.52,616.0
55m,MALE,7.21,614.0
50mH,MALE,8.11,614.0
55mH,MALE,8.83,614.0
60mH,MALE,9.53,614.0
50m,MALE,6.67,613.0
60m,MALE,7.71,613.0
50mH,MALE,8.12,611.0
55mH,MALE,8.84,611.0
60mH,MALE,9.54,611.0
55m,MALE,7.22,609.0
60m,MALE,7.72,609.0
50mH,MALE,8.13,609.0
60mH,MALE,9.55,609.0
50m,MALE,6.68,608.0
55mH,MALE,8.85,608.0
60mH,MALE,9.56,607.0
50mH,MALE,8.14,606.0
55mH,MALE,8.86,606.0
55m,MALE,7.23,605.0
60m,MALE,7.73,605.0
60mH,MALE,9.57,604.0
50m,MALE,6.69,603.0
50mH,MALE,8.15,603.0
55mH,MALE,8.87,603.0
60mH,MALE,9.58,602.0
55m,MALE,7.24,601.0
60m,MALE,7.74,601.0
50mH,MALE,8.16,600.0
55mH,MALE,8.88,600.0
60mH,MALE,9.59,599.0
50m,MALE,6.7,598.0
55mH,MALE,8.89,598.0
50mH,MALE,8.17,597.0
60mH,MALE,9.6,597.0
55m,MALE,7.25,596.0
60m,MALE,7.75,596.0
55mH,MALE,8.9,595.0
60mH,MALE,9.61,595.0
50mH,MALE,8.18,594.0
50m,MALE,6.71,593.0
55m,MALE,7.26,592.0
60m,MALE,7.76,592.0
55mH,MALE,8.91,592.0
60mH,MALE,9.62,592.0
50mH,MALE,8.19,591.0
55mH,MALE,8.92,590.0
60mH,MALE,9.63,590.0
50m,MALE,6.72,589.0
50mH,MALE,8.2,589.0
55m,MALE,7.27,588.0
60m,MALE,7.77,588.0
55mH,MALE,8.93,587.0
60mH,MALE,9.64,587.0
50mH,MALE,8.21,586.0
60mH,MALE,9.65,585.0
50m,MALE,6.73,584.0
60m,MALE,7.78,584.0
55mH,MALE,8.94,584.0
55m,MALE,7.28,583.0
50mH,MALE,8.22,583.0
60mH,MALE,9.66,583.0
55mH,MALE,8.95,582.0
60m,MALE,7.79,580.0
50mH,MALE,8.23,580.0
60mH,MALE,9.67,580.0
50m,MALE,6.74,579.0
55m,MALE,7.29,579.0
55mH,MALE,8.96,579.0
60mH,MALE,9.68,578.0
50mH,MALE,8.24,577.0
60m,MALE,7.8,576.0
55mH,MALE,8.97,576.0
60mH,MALE,9.69,576.0
50m,MALE,6.75,575.0
55m,MALE,7.3,575.0
50mH,MALE,8.25,574.0
55mH,MALE,8.98,574.0
60mH,MALE,9.7,573.0
60m,MALE,7.81,572.0
50mH,MALE,8.26,572.0
55mH,MALE,8.99,571.0
60mH,MALE,9.71,571.0
50m,MALE,6.76,570.0
55m,MALE,7.31,570.0
50mH,MALE,8.27,569.0
60mH,MALE,9.72,569.0
60m,MALE,7.82,568.0
55mH,MALE,9.0,568.0
55m,MALE,7.32,566.0
50mH,MALE,8.28,566.0
55mH,MALE,9.01,566.0
60mH,MALE,9.73,566.0
50m,MALE,6.77,565.0
60m,MALE,7.83,565.0
60mH,MALE,9.74,564.0
50mH,MALE,8.29,563.0
55mH,MALE,9.02,563.0
55m,MALE,7.33,562.0
60mH,MALE,9.75,562.0
50m,MALE,6.78,561.0
60m,MALE,7.84,561.0
55mH,MALE,9.03,561.0
50mH,MALE,8.3,560.0
60mH,MALE,9.76,559.0
55m,MALE,7.34,558.0
50mH,MALE,8.31,558.0
55mH,MALE,9.04,558.0
60m,MALE,7.85,557.0
60mH,MALE,9.77,557.0
50m,MALE,6.79,556.0
50mH,MALE,8.32,555.0
55mH,MALE,9.05,555.0
60mH,MALE,9.78,555.0
55m,MALE,7.35,554.0
60m,MALE,7.86,553.0
55mH,MALE,9.06,553.0
50mH,MALE,8.33,552.0
60mH,MALE,9.79,552.0
50m,MALE,6.8,551.0
55mH,MALE,9.07,550.0
60mH,MALE,9.8,550.0
55m,MALE,7.36,549.0
60m,MALE,7.87,549.0
50mH,MALE,8.34,549.0
55mH,MALE,9.08,548.0
60mH,MALE,9.81,548.0
50m,MALE,6.81,547.0
50mH,MALE,8.35,547.0
60mH,MALE,9.82,546.0
55m,MALE,7.37,545.0
60m,MALE,7.88,545.0
55mH,MALE,9.09,545.0
50mH,MALE,8.36,544.0
55mH,MALE,9.1,543.0
60mH,MALE,9.83,543.0
50m,MALE,6.82,542.0
55m,MALE,7.38,541.0
60m,MALE,7.89,541.0
50mH,MALE,8.37,541.0
60mH,MALE,9.84,541.0
55mH,MALE,9.11,540.0
50mH,MALE,8.38,539.0
60mH,MALE,9.85,539.0
50m,MALE,6.83,538.0
55mH,MALE,9.12,538.0
55m,MALE,7.39,537.0
60m,MALE,7.9,537.0
50mH,MALE,8.39,536.0
60mH,MALE,9.86,536.0
55mH,MALE,9.13,535.0
60mH,MALE,9.87,534.0
50m,MALE,6.84,533.0
55m,MALE,7.4,533.0
60m,MALE,7.91,533.0
50mH,MALE,8.4,533.0
55mH,MALE,9.14,532.0
60mH,MALE,9.88,532.0
60m,MALE,7.92,530.0
50mH,MALE,8.41,530.0
55mH,MALE,9.15,530.0
60mH,MALE,9.89,530.0
50m,MALE,6.85,529.0
55m,MALE,7.41,529.0
50mH,MALE,8.42,528.0
55mH,MALE,9.16,527.0
60mH,MALE,9.9,527.0
60m,MALE,7.93,526.0
55m,MALE,7.42,525.0
50mH,MALE,8.43,525.0
55mH,MALE,9.17,525.0
60mH,MALE,9.91,525.0
50m,MALE,6.86,524.0
60mH,MALE,9.92,523.0
60m,MALE,7.94,522.0
50mH,MALE,8.44,522.0
55mH,MALE,9.18,522.0
55m,MALE,7.43,521.0
60mH,MALE,9.93,521.0
50m,MALE,6.87,520.0
50mH,MALE,8.45,520.0
55mH,MALE,9.19,520.0
60mH,MALE,9.94,519.0
60m,MALE,7.95,518.0
55m,MALE,7.44,517.0
50mH,MALE,8.46,517.0
55mH,MALE,9.2,517.0
60mH,MALE,9.95,516.0
50m,MALE,6.88,515.0
60m,MALE,7.96,515.0
55mH,MALE,9.21,515.0
50mH,MALE,8.47,514.0
60mH,MALE,9.96,514.0
55m,MALE,7.45,513.0
50mH,MALE,8.48,512.0
55mH,MALE,9.22,512.0
60mH,MALE,9.97,512.0
50m,MALE,6.89,511.0
60m,MALE,7.97,511.0
55mH,MALE,9.23,510.0
60mH,MALE,9.98,510.0
55m,MALE,7.46,509.0
50mH,MALE,8.49,509.0
60m,MALE,7.98,507.0
55mH,MALE,9.24,507.0
60mH,MALE,9.99,507.0
50m,MALE,6.9,506.0
50mH,MALE,8.5,506.0
55m,MALE,7.47,505.0
55mH,MALE,9.25,505.0
60mH,MALE,10.0,505.0
50mH,MALE,8.51,504.0
60m,MALE,7.99,503.0
55mH,MALE,9.26,503.0
60mH,MALE,10.01,503.0
50m,MALE,6.91,502.0
55m,MALE,7.48,501.0
50mH,MALE,8.52,501.0
60mH,MALE,10.02,501.0
60m,MALE,8.0,500.0
55mH,MALE,9.27,500.0
50mH,MALE,8.53,499.0
60mH,MALE,10.03,499.0
50m,MALE,6.92,498.0
55mH,MALE,9.28,498.0
55m,MALE,7.49,497.0
60m,MALE,8.01,496.0
50mH,MALE,8.54,496.0
60mH,MALE,10.04,496.0
55mH,MALE,9.29,495.0
60mH,MALE,10.05,494.0
50m,MALE,6.93,493.0
55m,MALE,7.5,493.0
50mH,MALE,8.55,493.0
55mH,MALE,9.3,493.0
60m,MALE,8.02,492.0
60mH,MALE,10.06,492.0
50mH,MALE,8.56,491.0
55mH,MALE,9.31,490.0
60mH,MALE,10.07,490.0
50m,MALE,6.94,489.0
55m,MALE,7.51,489.0
60m,MALE,8.03,489.0
50mH,MALE,8.57,488.0
55mH,MALE,9.32,488.0
60mH,MALE,10.08,488.0
50mH,MALE,8.58,486.0
60mH,MALE,10.09,486.0
55m,MALE,7.52,485.0
60m,MALE,8.04,485.0
55mH,MALE,9.33,485.0
50m,MALE,6.95,484.0
50mH,MALE,8.59,483.0
55mH,MALE,9.34,483.0
60mH,MALE,10.1,483.0
55m,MALE,7.53,481.0
60m,MALE,8.05,481.0
55mH,MALE,9.35,481.0
60mH,MALE,10.11,481.0
50m,MALE,6.96,480.0
50mH,MALE,8.6,480.0
60mH,MALE,10.12,479.0
60m,MALE,8.06,478.0
50mH,MALE,8.61,478.0
55mH,MALE,9.36,478.0
55m,MALE,7.54,477.0
60mH,MALE,10.13,477.0
50m,MALE,6.97,476.0
55mH,MALE,9.37,476.0
50mH,MALE,8.62,475.0
60mH,MALE,10.14,475.0
60m,MALE,8.07,474.0
55m,MALE,7.55,473.0
50mH,MALE,8.63,473.0
55mH,MALE,9.38,473.0
60mH,MALE,10.15,473.0
50m,MALE,6.98,472.0
55mH,MALE,9.39,471.0
60mH,MALE,10.16,471.0
60m,MALE,8.08,470.0
50mH,MALE,8.64,470.0
55m,MALE,7.56,469.0
55mH,MALE,9.4,469.0
60mH,MALE,10.17,469.0
50mH,MALE,8.65,468.0
50m,MALE,6.99,467.0
60m,MALE,8.09,467.0
55mH,MALE,9.41,466.0
60mH,MALE,10.18,466.0
55m,MALE,7.57,465.0
50mH,MALE,8.66,465.0
55mH,MALE,9.42,464.0
60mH,MALE,10.19,464.0
50m,MALE,7.0,463.0
60m,MALE,8.1,463.0
50mH,MALE,8.67,463.0
55m,MALE,7.58,462.0
55mH,MALE,9.43,462.0
60mH,MALE,10.2,462.0
60m,MALE,8.11,460.0
50mH,MALE,8.68,460.0
60mH,MALE,10.21,460.0
50m,MALE,7.01,459.0
55mH,MALE,9.44,459.0
55m,MALE,7.59,458.0
50mH,MALE,8.69,458.0
60mH,MALE,10.22,458.0
55mH,MALE,9.45,457.0
60m,MALE,8.12,456.0
60mH,MALE,10.23,456.0
50m,MALE,7.02,455.0
50mH,MALE,8.7,455.0
55mH,MALE,9.46,455.0
55m,MALE,7.6,454.0
60mH,MALE,10.24,454.0
60m,MALE,8.13,453.0
50mH,MALE,8.71,453.0
55mH,MALE,9.47,452.0
60mH,MALE,10.25,452.0
50m,MALE,7.03,451.0
55m,MALE,7.61,450.0
50mH,MALE,8.72,450.0
55mH,MALE,9.48,450.0
60mH,MALE,10.26,450.0
60m,MALE,8.14,449.0
50mH,MALE,8.73,448.0
55mH,MALE,9.49,448.0
60mH,MALE,10.27,448.0
50m,MALE,7.04,446.0
55m,MALE,7.62,446.0
60m,MALE,8.15,446.0
60mH,MALE,10.28,446.0
50mH,MALE,8.74,445.0
55mH,MALE,9.5,445.0
55m,MALE,7.63,443.0
50mH,MALE,8.75,443.0
55mH,MALE,9.51,443.0
60mH,MALE,10.29,443.0
50m,MALE,7.05,442.0
60m,MALE,8.16,442.0
55mH,MALE,9.52,441.0
60mH,MALE,10.3,441.0
50mH,MALE,8.76,440.0
55m,MALE,7.64,439.0
60m,MALE,8.17,439.0
60mH,MALE,10.31,439.0
50m,MALE,7.06,438.0
50mH,MALE,8.77,438.0
55mH,MALE,9.53,438.0
60mH,MALE,10.32,437.0
55mH,MALE,9.54,436.0
55m,MALE,7.65,435.0
60m,MALE,8.18,435.0
50mH,MALE,8.78,435.0
60mH,MALE,10.33,435.0
50m,MALE,7.07,434.0
55mH,MALE,9.55,434.0
50mH,MALE,8.79,433.0
60mH,MALE,10.34,433.0
55m,MALE,7.66,432.0
60m,MALE,8.19,432.0
50mH,MALE,8.8,431.0
55mH,MALE,9.56,431.0
60mH,MALE,10.35,431.0
50m,MALE,7.08,430.0
55mH,MALE,9.57,429.0
60mH,MALE,10.36,429.0
55m,MALE,7.67,428.0
60m,MALE,8.2,428.0
50mH,MALE,8.81,428.0
55mH,MALE,9.58,427.0
60mH,MALE,10.37,427.0
50m,MALE,7.09,426.0
50mH,MALE,8.82,426.0
60m,MALE,8.21,425.0
55mH,MALE,9.59,425.0
60mH,MALE,10.38,425.0
55m,MALE,7.68,424.0
50mH,MALE,8.83,423.0
60mH,MALE,10.39,423.0
50m,MALE,7.1,422.0
55mH,MALE,9.6,422.0
55m,MALE,7.69,421.0
60m,MALE,8.22,421.0
50mH,MALE,8.84,421.0
60mH,MALE,10.4,421.0
55mH,MALE,9.61,420.0
60mH,MALE,10.41,419.0
50m,MALE,7.11,418.0
60m,MALE,8.23,418.0
50mH,MALE,8.85,418.0
55mH,MALE,9.62,418.0
55m,MALE,7.7,417.0
60mH,MALE,10.42,417.0
50mH,MALE,8.86,416.0
55mH,MALE,9.63,416.0
60m,MALE,8.24,415.0
60mH,MALE,10.43,415.0
50m,MALE,7.12,414.0
50mH,MALE,8.87,414.0
55m,MALE,7.71,413.0
55mH,MALE,9.64,413.0
60mH,MALE,10.44,413.0
60m,MALE,8.25,411.0
50mH,MALE,8.88,411.0
55mH,MALE,9.65,411.0
60mH,MALE,10.45,411.0
50m,MALE,7.13,410.0
55m,MALE,7.72,410.0
50mH,MALE,8.89,409.0
55mH,MALE,9.66,409.0
60mH,MALE,10.46,409.0
60m,MALE,8.26,408.0
50mH,MALE,8.9,407.0
55mH,MALE,9.67,407.0
60mH,MALE,10.47,407.0
50m,MALE,7.14,406.0
55m,MALE,7.73,406.0
60m,MALE,8.27,405.0
55mH,MALE,9.68,405.0
60mH,MALE,10.48,405.0
50mH,MALE,8.91,404.0
60mH,MALE,10.49,403.0
50m,MALE,7.15,402.0
55m,MALE,7.74,402.0
50mH,MALE,8.92,402.0
55mH,MALE,9.69,402.0
60m,MALE,8.28,401.0
60mH,MALE,10.5,401.0
50mH,MALE,8.93,400.0
55mH,MALE,9.7,400.0
55m,MALE,7.75,399.0
60mH,MALE,10.51,399.0
50m,MALE,7.16,398.0
60m,MALE,8.29,398.0
55mH,MALE,9.71,398.0
50mH,MALE,8.94,397.0
60mH,MALE,10.52,397.0
55mH,MALE,9.72,396.0
55m,MALE,7.76,395.0
60m,MALE,8.3,395.0
50mH,MALE,8.95,395.0
60mH,MALE,10.53,395.0
50m,MALE,7.17,394.0
55mH,MALE,9.73,394.0
50mH,MALE,8.96,393.0
60mH,MALE,10.54,393.0
55m,MALE,7.77,392.0
60mH,MALE,10.55,392.0
60m,MALE,8.31,391.0
55mH,MALE,9.74,391.0
50m,MALE,7.18,390.0
50mH,MALE,8.97,390.0
60mH,MALE,10.56,390.0
55mH,MALE,9.75,389.0
55m,MALE,7.78,388.0
60m,MALE,8.32,388.0
50mH,MALE,8.98,388.0
60mH,MALE,10.57,388.0
50m,MALE,7.19,387.0
55mH,MALE,9.76,387.0
50mH,MALE,8.99,386.0
60mH,MALE,10.58,386.0
55m,MALE,7.79,385.0
60m,MALE,8.33,385.0
55mH,MALE,9.77,385.0
60mH,MALE,10.59,384.0
50m,MALE,7.2,383.0
50mH,MALE,9.0,383.0
55mH,MALE,9.78,383.0
60m,MALE,8.34,382.0
60mH,MALE,10.6,382.0
55m,MALE,7.8,381.0
50mH,MALE,9.01,381.0
55mH,MALE,9.79,381.0
60mH,MALE,10.61,380.0
50m,MALE,7.21,379.0
50mH,MALE,9.02,379.0
55m,MALE,7.81,378.0
60m,MALE,8.35,378.0
55mH,MALE,9.8,378.0
60mH,MALE,10.62,378.0
50mH,MALE,9.03,376.0
55mH,MALE,9.81,376.0
60mH,MALE,10.63,376.0
50m,MALE,7.22,375.0
60m,MALE,8.36,375.0
55m,MALE,7.82,374.0
50mH,MALE,9.04,374.0
55mH,MALE,9.82,374.0
60mH,MALE,10.64,374.0
60m,MALE,8.37,372.0
50mH,MALE,9.05,372.0
55mH,MALE,9.83,372.0
60mH,MALE,10.65,372.0
50m,MALE,7.23,371.0
55m,MALE,7.83,371.0
60mH,MALE,10.66,371.0
50mH,MALE,9.06,370.0
55mH,MALE,9.84,370.0
60m,MALE,8.38,369.0
60mH,MALE,10.67,369.0
50m,MALE,7.24,368.0
55m,MALE,7.84,368.0
55mH,MALE,9.85,368.0
50mH,MALE,9.07,367.0
60mH,MALE,10.68,367.0
60m,MALE,8.39,366.0
55mH,MALE,9.86,366.0
50mH,MALE,9.08,365.0
60mH,MALE,10.69,365.0
50m,MALE,7.25,364.0
55m,MALE,7.85,364.0
55mH,MALE,9.87,364.0
50mH,MALE,9.09,363.0
60mH,MALE,10.7,363.0
60m,MALE,8.4,362.0
55mH,MALE,9.88,362.0
55m,MALE,7.86,361.0
50mH,MALE,9.1,361.0
60mH,MALE,10.71,361.0
50m,MALE,7.26,360.0
60m,MALE,8.41,359.0
50mH,MALE,9.11,359.0
55mH,MALE,9.89,359.0
60mH,MALE,10.72,359.0
55m,MALE,7.87,357.0
55mH,MALE,9.9,357.0
60mH,MALE,10.73,357.0
50m,MALE,7.27,356.0
60m,MALE,8.42,356.0
50mH,MALE,9.12,356.0
60mH,MALE,10.74,356.0
55mH,MALE,9.91,355.0
55m,MALE,7.88,354.0
50mH,MALE,9.13,354.0
60mH,MALE,10.75,354.0
50m,MALE,7.28,353.0
60m,MALE,8.43,353.0
55mH,MALE,9.92,353.0
50mH,MALE,9.14,352.0
60mH,MALE,10.76,352.0
55m,MALE,7.89,351.0
55mH,MALE,9.93,351.0
60m,MALE,8.44,350.0
50mH,MALE,9.15,350.0
60mH,MALE,10.77,350.0
50m,MALE,7.29,349.0
55mH,MALE,9.94,349.0
50mH,MALE,9.16,348.0
60mH,MALE,10.78,348.0
55m,MALE,7.9,347.0
60m,MALE,8.45,347.0
55mH,MALE,9.95,347.0
60mH,MALE,10.79,346.0
50m,MALE,7.3,345.0
50mH,MALE,9.17,345.0
55mH,MALE,9.96,345.0
60mH,MALE,10.8,345.0
55m,MALE,7.91,344.0
60m,MALE,8.46,344.0
50mH,MALE,9.18,343.0
55mH,MALE,9.97,343.0
60mH,MALE,10.81,343.0
50m,MALE,7.31,342.0
55m,MALE,7.92,341.0
60m,MALE,8.47,341.0
50mH,MALE,9.19,341.0
55mH,MALE,9.98,341.0
60mH,MALE,10.82,341.0
50mH,MALE,9.2,339.0
55mH,MALE,9.99,339.0
60mH,MALE,10.83,339.0
50m,MALE,7.32,338.0
55m,MALE,7.93,338.0
60m,MALE,8.48,338.0
50mH,MALE,9.21,337.0
55mH,MALE,10.0,337.0
60mH,MALE,10.84,337.0
60mH,MALE,10.85,336.0
50m,MALE,7.33,335.0
60m,MALE,8.49,335.0
50mH,MALE,9.22,335.0
55mH,MALE,10.01,335.0
55m,MALE,7.94,334.0
60mH,MALE,10.86,334.0
55mH,MALE,10.02,333.0
60m,MALE,8.5,332.0
50mH,MALE,9.23,332.0
60mH,MALE,10.87,332.0
50m,MALE,7.34,331.0
55m,MALE,7.95,331.0
55mH,MALE,10.03,331.0
50mH,MALE,9.24,330.0
60mH,MALE,10.88,330.0
60m,MALE,8.51,329.0
55mH,MALE,10.04,329.0
55m,MALE,7.96,328.0
50mH,MALE,9.25,328.0
60mH,MALE,10.89,328.0
50m,MALE,7.35,327.0
55mH,MALE,10.05,327.0
60mH,MALE,10.9,327.0
60m,MALE,8.52,326.0
50mH,MALE,9.26,326.0
55m,MALE,7.97,325.0
55mH,MALE,10.06,325.0
60mH,MALE,10.91,325.0
50m,MALE,7.36,324.0
50mH,MALE,9.27,324.0
60m,MALE,8.53,323.0
55mH,MALE,10.07,323.0
60mH,MALE,10.92,323.0
50mH,MALE,9.28,322.0
55m,MALE,7.98,321.0
55mH,MALE,10.08,321.0
60mH,MALE,10.93,321.0
50m,MALE,7.37,320.0
60m,MALE,8.54,320.0
50mH,MALE,9.29,320.0
60mH,MALE,10.94,320.0
55mH,MALE,10.09,319.0
55m,MALE,7.99,318.0
50mH,MALE,9.3,318.0
60mH,MALE,10.95,318.0
50m,MALE,7.38,317.0
60m,MALE,8.55,317.0
